family,size,dataset,lr,beta,dpo_step,elapsed_time_sec,ARC-C,GPQA,GSM8K,HellaSwag,PIQA,TruthfulQA,IFEval,Arena-Hard,MT-Bench,AlpacaEval,ELO
qwen3,8b,ultrafeedback_binarized,2e-06,0.01,48,1257.5,67.4061433447099,36.868686868686865,79.68157695223654,78.5202150965943,78.45484221980414,54.756560049122086,87.05324095621839,47.36666666666666,52.25806451612903,11.773812582488242,998.2347946008538
qwen3,8b,ultrafeedback_binarized,2e-06,0.01,96,2515.1,67.57679180887372,37.878787878787875,79.7573919636088,78.53017327225652,77.80195865070729,55.22855946715234,86.19895211372493,45.93333333333333,50.955414012738856,11.73847135679813,1048.8653951437868
qwen3,8b,ultrafeedback_binarized,2e-06,0.01,144,3772.6,68.00341296928327,38.88888888888889,81.50113722517058,78.54013144791874,77.58433079434167,55.6722202134595,87.90752979871186,45.266666666666666,51.973684210526315,12.431642350158077,1033.4077903464233
qwen3,8b,ultrafeedback_binarized,2e-06,0.01,192,5030.2,68.25938566552901,37.878787878787875,82.63836239575436,78.89862577175862,77.85636561479869,57.050545986571485,86.75098738015133,48.36666666666667,52.94117647058824,11.507199010227191,1064.3344191999943
qwen3,8b,ultrafeedback_binarized,2e-06,0.01,240,6287.7,68.51535836177474,38.38383838383838,81.88021228203183,79.05795658235412,77.85636561479869,57.88712011378868,86.307608257202,47.5,54.60526315789473,13.640067802099756,1073.6819455305724
qwen3,8b,ultrafeedback_binarized,2e-06,0.01,288,7545.2,69.02730375426621,38.88888888888889,82.48673237300986,79.02808205536745,77.85636561479869,58.543607556801405,86.0790480369863,45.83333333333333,54.248366013071895,12.51147027224202,1067.7314940372175
qwen3,8b,ultrafeedback_binarized,2e-06,0.01,336,8802.8,69.7952218430034,39.39393939393939,84.23047763457164,79.0479984066919,77.74755168661589,59.04668726797191,86.49245114075097,44.03333333333333,61.07382550335571,13.23482852771011,1048.5316327394444
qwen3,8b,ultrafeedback_binarized,2e-06,0.01,384,10060.3,69.7952218430034,39.39393939393939,83.39651250947688,79.07787293367855,77.6931447225245,59.502250425821934,86.87089145688994,43.266666666666666,57.18954248366013,13.201831941118098,1069.746443258847
qwen3,8b,ultrafeedback_binarized,2e-06,0.01,432,11317.9,69.96587030716724,40.4040404040404,84.38210765731615,79.07787293367855,78.0195865070729,59.56850745385454,86.59861390000755,44.33333333333333,53.61842105263158,11.881205557116678,1055.7031793632027
qwen3,8b,ultrafeedback_binarized,2e-06,0.01,478,12523.0,70.13651877133105,39.8989898989899,84.07884761182714,79.06791475801633,77.85636561479869,59.610008486920776,85.88046383595527,42.5,54.807692307692314,13.416953184663738,1046.9899114018456
qwen3,8b,ultrafeedback_binarized,2e-06,0.02,48,1248.2,67.4061433447099,36.868686868686865,79.07505686125853,78.39075881298547,78.0195865070729,54.7050842953293,87.45040935828048,46.03333333333333,50.0,10.988150198457223,1049.1807289598269
qwen3,8b,ultrafeedback_binarized,2e-06,0.02,96,2496.5,68.1740614334471,39.39393939393939,79.7573919636088,78.5202150965943,78.0195865070729,55.62318254327696,86.35132559386871,46.5,51.324503311258276,10.930185975194668,1047.140298221813
qwen3,8b,ultrafeedback_binarized,2e-06,0.02,144,3744.7,68.25938566552901,37.37373737373738,81.57695223654284,78.79904401513643,77.80195865070729,56.668406624146215,87.40170525317271,45.96666666666667,57.84313725490197,13.110359077298304,1058.957648988901
qwen3,8b,ultrafeedback_binarized,2e-06,0.02,192,4992.9,68.51535836177474,39.39393939393939,80.66717210007582,78.80900219079865,77.6931447225245,57.6094520899243,86.93333687947978,48.666666666666664,57.18954248366013,12.79384839117175,1022.4082870114086
qwen3,8b,ultrafeedback_binarized,2e-06,0.02,240,6241.1,69.53924914675767,39.8989898989899,81.50113722517058,79.0479984066919,77.74755168661589,58.288821652073764,87.5378440316139,49.33333333333333,51.31578947368421,13.689793985287553,1072.1639949309952
qwen3,8b,ultrafeedback_binarized,2e-06,0.02,288,7489.4,70.22184300341297,39.8989898989899,83.77558756633815,79.07787293367855,77.80195865070729,58.74052904505477,87.11069961036716,46.43333333333333,52.33333333333333,13.417106358763723,1038.7925612460085
qwen3,8b,ultrafeedback_binarized,2e-06,0.02,336,8737.6,70.05119453924915,40.4040404040404,82.71417740712661,79.08783110934077,77.9107725788901,59.07236517335639,86.62609653497165,45.86666666666666,57.41935483870968,12.9421006515081,1083.4156991795874
qwen3,8b,ultrafeedback_binarized,2e-06,0.02,384,9985.8,70.39249146757679,39.8989898989899,82.94162244124337,79.16749651463851,77.9651795429815,59.358275355911104,87.57280681923962,47.3,56.95364238410596,14.58023070898767,1029.2004723905295
qwen3,8b,ultrafeedback_binarized,2e-06,0.02,432,11234.1,70.22184300341297,39.39393939393939,83.92721758908263,79.13762198765187,78.18280739934713,59.47089826959766,86.92835011103871,44.83333333333333,55.960264900662246,13.22718310727072,1091.004234187958
qwen3,8b,ultrafeedback_binarized,2e-06,0.02,478,12430.3,70.30716723549489,39.39393939393939,82.94162244124337,79.09778928500299,78.0195865070729,59.50570814965304,87.61403077168579,43.63333333333333,57.18954248366013,14.078367569363891,1016.7819036414145
qwen3,8b,ultrafeedback_binarized,2e-06,0.04,48,1263.0,67.57679180887372,35.858585858585855,79.7573919636088,78.460466042621,78.12840043525571,54.80241996093645,87.06698227370046,45.96666666666667,50.645161290322584,12.313767619877153,1046.620052868732
qwen3,8b,ultrafeedback_binarized,2e-06,0.04,96,2526.0,67.83276450511946,38.38383838383838,80.3639120545868,78.66958773152759,78.40043525571274,55.87389814090162,85.72809035581146,48.599999999999994,55.44871794871795,13.770706389031442,1040.1320189876185
qwen3,8b,ultrafeedback_binarized,2e-06,0.04,144,3789.1,68.43003412969283,38.38383838383838,80.89461713419257,78.73929496116313,78.29162132752992,56.704502197640174,86.38379499727391,49.666666666666664,55.78231292517006,14.787159381200974,1028.84417929427
qwen3,8b,ultrafeedback_binarized,2e-06,0.04,192,5052.1,68.77133105802048,39.8989898989899,81.19787717968158,78.97829117705636,77.80195865070729,57.02257678161649,87.54283080005497,47.93333333333332,60.333333333333336,14.78737238755648,1066.199713808764
qwen3,8b,ultrafeedback_binarized,2e-06,0.04,240,6315.1,69.45392491467577,39.8989898989899,80.97043214556481,78.8388767177853,78.0195865070729,57.83185831561208,87.29554249391614,50.599999999999994,61.18421052631579,15.294220704249025,1054.3402915729907
